,id,title,combined_features
820,19187,The Hebrew Hammer,a jewish blaxploitation hero saves hanukkah from the clutches of santa claus's evil son. Action Comedy independentfilm AdamGoldberg JudyGreer AndyDick MarioVanPeebles JonathanKesselman
821,3116,Midnight Cowboy,a naive male prostitute and his sickly friend struggle to survive on the streets of new york city. Drama shower DustinHoffman JonVoight SylviaMiles JohnMcGiver BrendaVaccaro BarnardHughes RuthWhite JenniferSalt GilmanRankin T.TomMarlow GeorgeEppersen GeorgannJohnson BobBalaban MarleneClark JanTice AlScott LindaDavis ArleneReeder JonathanKramer AnthonyHolland PaulBenjamin ArthurAnderson TinaScala AlmaFelix RichardClarke AnnThomas PaulRossilli Viva UltraViolet PaulJabara InternationalVelvet CeceliaLipson TaylorMead PaulMorrissey JoanMurphy AlStetson PatAst MaryBoylan RandallCarver RobertDahdah TrentGough PaulJasmin BarbaraMaggio JayMorran ReneeSemes JeffreyWalker M.EmmetWalsh BillWalters WaldoSalt JohnSchlesinger
822,12877,Dead Man's Shoes,a soldier returns home to his small town and exacts a deadly revenge on the thugs who tormented his dimwitted brother while he was away. Drama Thriller Crime rageandhate brother revenge punishment homemoviefootage PaddyConsidine GaryStretch TobyKebbell JoHartley SeamusO'Neill StuartWolfenden PaulSadot PaulHurstfield EmilyAston GeorgeNewton NeilBell AndrewShim ShaneMeadows
823,14709,Varsity Blues,"in small-town texas, high school football is a religion, 17-year-old schoolboys carry the hopes of an entire community onto the gridiron every friday night. when star quarterback lance harbor suffers an injury, the coyotes are forced to regroup under the questionable leadership of john moxon, a second-string quarterback with a slightly irreverent approach to the game. Comedy Drama Romance americanfootball smalltown texas cheerleader sport party highschoolsports policecar americanfootballstar thebiggame JamesVanDerBeek AmySmart JonVoight PaulWalker RonLester ScottCaan AliLarter RichardLineback ThomasF.Duffy JoePichler BradyColeman ElielSwinton ToniePerensky JessePlemons BrianRobbins"
824,11208,Wicker Park,"matthew, a young advertising executive in chicago, puts his life and a business trip to china on hold when he thinks he sees lisa, the love of his life who left him without a word two years earlier, walking out of a restaurant one day. Drama Mystery Romance Thriller loveofone'slife leave look-alike intrigue JoshHartnett RoseByrne MatthewLillard DianeKruger ChristopherCousins JessicaParé VlastaVrána AmySobol TedWhittall IsabelDosSantos MarkCamacho MirandaHandford PaulMcGuigan"
825,1690,Hostel,"three backpackers head to a slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them. Horror bathroom sex amsterdam europe brothel slovakia backpacker horror gore blood torture businesscard doberman hostel surgery eliteclub fingers JayHernandez DerekRichardson EythorGudjonsson BarbaraNedeljakova JanaKaderabkova JanVlasák LubomirBukovy TakashiMiike KeikoSeiko JanaHavlickova RickHoffman PetrJanis JenniferLim EliRoth JosefBradna EliRoth"
826,39013,Winter's Bone,"17 year-old ree dolly sets out to track down her father, who put their house up for his bail bond and then disappeared. if she fails, ree and her family will be turned out into the ozark woods. challenging her outlaw kin's code of silence and risking her life, ree hacks through the lies, evasions and threats offered up by her relatives and begins to piece together the truth. Drama father court bail drugtrade girl aftercreditsstinger duringcreditsstinger womandirector JenniferLawrence JohnHawkes KevinBreznahan DaleDickey GarretDillahunt SherylLee ShelleyWaggener IsaiahStone AshleeThompson ValerieRichards LaurenSweetser CinnamonSchultz CaseyMacLaren TateTaylor RonnieHall CodyBrown WilliamWhite BethDomann CharlotteJeaneLucas RamonaBlair RussellSchalk MaridethSisco DebraGranik"
827,3131,Gangs of New York,"it's 1863. america was born in the streets. amsterdam vallon returns to the five points of america to seek vengeance against the psychotic gangland kingpin, bill the butcher, who murdered his father years earlier. with an eager pickpocket by his side and a whole new army, vallon fights his way to seek vengeance on the butcher and restore peace in the area. Drama History Crime fire irish-american immigrant gangwar pickpocket ship gangofthieves butcher pig army rescue gang LeonardoDiCaprio DanielDay-Lewis CameronDiaz LiamNeeson BrendanGleeson JohnC.Reilly JimBroadbent RogerAshton-Griffiths DavidHemmings LawrenceGilliardJr. MichaelByrne GaryLewis HenryThomas BarbaraBouchet BrendanDempsey NickBartlett FlaminiaFegarotti StephenGraham EddieMarsan AlecMcCowen CaraSeymour RabAffleck TimPigott-Smith SeanGilder DavidBamber LucyDavenport JohnSessions AngelaPleasence MartinScorsese MartinScorsese"
828,9816,Save the Last Dance,"a white midwestern girl moves to chicago, where her new boyfriend is a black teen from the south side with a rough, semi-criminal past. Drama Family Romance Music balletdancer musical ballet JuliaStiles SeanPatrickThomas KerryWashington FredroStarr TerryKinney BiancaLawson VinceGreen GarlandWhitt ElisabethOas ArtelGreat CoryStewart JenniferAnglin DorothyMartin KimTlusty FeliciaFields OraJones TabBaker KevinReid AndrewRothenberg MekdesBruk JerodHoward ThomasCarter"
829,24746,Six-String Samurai,"in a post-apocalyptic world where the russians have taken over a nuked usa and elvis is king of lost vegas, buddy is a '50s rocker and wandering warrior rolled into one, too-cool package. armed with his six-string in one hand and his sword in the other, buddy is on his way to vegas to succeed elvis as king. along the way, he saves an orphan who decides to tag along. Action Adventure ScienceFiction independentfilm JeffreyFalcon JustinMcGuire KimDeAngelo StephaneGauger CliffordHugo OlegBernov IgorYuzov ZhenyaKolykhanov GeorgeL.Casillas AviSills MontiEllison Kareem PaulSzopa RichardMcGuire ZumaJay LanceMungia"
830,9819,Marvin's Room,a leukemia patient attempts to end a 20-year feud with her sister to get her bone marrow. Drama sistersisterrelationship sister leukemia reunion cancer bonemarrowtransplant DianeKeaton MerylStreep LeonardoDiCaprio RobertDeNiro HumeCronyn GwenVerdon HalScardino DanHedaya MargoMartindale CynthiaNixon KellyRipa JohnCallahan JoeLisi BittySchram LizbethMacKay OlgaMerediz SteveDuMouchel HelenStenborg JerryZaks
831,11199,Wild Hogs,"restless and ready for adventure, four suburban bikers leave the safety of their subdivision and head out on the open road. but complications ensue when they cross paths with an intimidating band of new mexico bikers known as the del fuegos. Action Adventure Comedy midlifecrisis roadtrip politicallyincorrect motorcyclegang bikerfilm awkwardness travelwriter middleage middleagedman TimAllen JohnTravolta MartinLawrence WilliamH.Macy RayLiotta MarisaTomei JohnC.McGinley M.C.Gainey JillHennessy DominicJanes TichinaArnold StephenTobolowsky JasonSklar RandySklar DrewSidora JonathanRau PeterFonda WaltBecker"
832,244316,Into the Grizzly Maze,two estranged brothers reunite at their childhood home in the alaskan wild. they set out on a two-day hike and are stalked by an unrelenting grizzly bear. Action Horror Thriller grizzlybear wilderness forest alaska survival bear JamesMarsden ThomasJane PiperPerabo ScottGlenn MichaelaMcManus BillyBobThornton AdamBeach KellyCurran ReeseAlexander LuisaD'Oliveira SeanO.Roberts BillCroft MarielBelanger MarkAcheson MichaelJonsson PatrickSabongui GarryChalk AlvinSanders SarahDesjardins CarsonReaume SethIsaacJohnson DavidHackl
833,85350,Boyhood,"the film tells a story of a divorced couple trying to raise their young son. the story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows. Drama dailylife family'sdailylife urbanlife growingup domesticabuse comingofage parenting divorce family divorcedparents abusivehusband EllarColtrane PatriciaArquette EthanHawke ElijahSmith LoreleiLinklater StevenChesterPrince BonnieCross SydneyOrta LibbyVillari MarcoPerella JamieHoward AndrewVillarreal ShaneGraham TessAllen RyanPower ShareeFowler MarkFinn CharlieSexton ByronJenkins HollyMoore DavidBlackwell BarbaraChisholm MatthewMartinez-Arndt CassidyJohnson CambellWestmoreland JenniferGriffin GarryPeters MerrileeMcCommas TamaraJolaine JordanHoward AndrewBunten TylerStrother EvieThompson BradHawkins SavannahWelch MikaOdom SinjinVenegas NickKrause DerekChaseHickey AngelaRawna MeganDevine JenniTooley LandonCollier RolandRuiz RichardJones KarenJones GordonFriday TomMcTigue SamDillon MartelSummers DavidClark ZoeGraham JessieTilton RichardRobichaux WillHarris IndicaShaw BruceSalmon WayneSutton JoeSundell SeanTracey BenHodges DanielZeh ChrisDoubek AndreaChen MonaLeeFultz BillWise AlinaLinklater CharlotteLinklater GenevieveKinney ElijahFord KyleCrusham ConradChoucroun MaximillianMcNamara TaylorWeaver JessiMechler DeannaBrochin StephenLatham HeatherMaterne JohnnyWalter NatalieMakenna KenEdwards RichardLinklater"
834,10681,WALL·E,"wall·e is the last robot left on an earth that has been overrun with garbage and all humans have fled to outer space. for 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. when a ship arrives with a sleek new type of robot, wall·e thinks he's finally found a friend and stows away on the ship when it leaves. Animation Family romanticcomedy BenBurtt ElissaKnight JeffGarlin FredWillard JohnRatzenberger KathyNajimy TeresaGanzel LaraineNewman MacInTalk TeddyNewton BobBergen JohnCygan PeteDocter PaulEiding DonaldFullilove JessHarnell SherryLynn MickieMcGowan LoriAlan ColetteWhitaker JanRabson JeffPidgeon LoriRichardson AndrewStanton JimWard KimKopf AngusMacLane GarrettPalmer SigourneyWeaver AndrewStanton"
835,23963,Pontypool,"when disc jockey grant mazzy reports to his basement radio station in the canadian town of pontypool, he thinks it's just another day at work. but when he hears reports of a virus that turns people into zombies, mazzy barricades himself in the radio booth and tries to figure out a way to warn his listeners about the virus and its unlikely mode of transmission. Horror Mystery ScienceFiction discjockey radiostation winter survival zombie fear ontariocanada radiobroadcast talkradio zombieapocalypse trappedinbuilding StephenMcHattie LisaHoule GeorginaReilly HrantAlianak RickRoberts LouisNegin DanielFathers BeatrizYuste TonyBurgess BoydBanks HannahFleming RachelBurns LauraNordin BruceMcDonald"
836,38541,The Divide,"survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic. ScienceFiction basement violence septictank towninpanic welding gunshot LaurenGerman MichaelBiehn MiloVentimiglia CourtneyB.Vance AshtonHolmes RosannaArquette IvánGonzález MichaelEklund AbbeyThickson JenniferBlanc XavierGens"
837,14435,My Bloody Valentine,"ten years ago, a tragedy changed the town of harmony forever. tom hanniger, an inexperienced coal miner, caused an accident in the tunnels that trapped and killed five men and sent the only survivor, harry warden, into a permanent coma. but harry warden wanted revenge. exactly one year later, on valentine’s day, he woke up…and brutally murdered twenty-two people with a pickaxe before being killed. Mystery Horror sheriff miner delusion headinjury remake slaughter blood aftercreditsstinger 3d JensenAckles JaimeKing KerrSmith BetsyRue EdiGathegi TomAtkins KevinTighe MeganBoone KarenBaum JoydelaPaz MarcMacaulay ToddFarmer JeffHochendoner BingoO'Malley LiamRhodes RichardJohnWalters PatrickLussier"
838,11065,O,"hot young stars, a hip, driving soundtrack, plus a provocative tale of jealousy and betrayal combine to create this controversial modern-day version of shakespeare's classic, ""othello."" o is odin james (mekhi phifer), the school's star basketball player and future nba hopeful. even though he's the only black student at the elite palmetto grove academy... Drama Romance Thriller sex jealousy girlfriend highschool columbine highschoolsports friends drug xenophobia MekhiPhifer JoshHartnett AndrewKeegan JuliaStiles MartinSheen RainPhoenix EldenHenson ChrisFreihofer JohnHeard RachelShumate TimBlakeNelson"
839,8970,The Out-of-Towners,"the remake of the 1970 neil simon comedy follows the adventures of a couple, henry and nancy clark, vexed by misfortune while in new york city for a job interview. Comedy newyork travel misfortune SteveMartin GoldieHawn JohnCleese MarkMcKinney JessicaCauffiel CharlieDell TomRiisFarrell CynthiaNixon JoshMostel AnneHaney CarleaseBurke SamWeisman"
840,2290,Jakob the Liar,"in 1944 poland, a jewish shop keeper named jakob is summoned to ghetto headquarters after being caught out after curfew. while waiting for the german kommondant, jakob overhears a german radio broadcast about russian troop movements. returned to the ghetto, the shopkeeper shares his information with a friend and then rumors fly that there is a secret radio within the ghetto. Comedy Drama History jewry schutzstaffel jewishlife jewishghetto RobinWilliams ArminMueller-Stahl HannahTaylor-Gordon ÉvaIgó IstvánBálint JustusvonDohnányi KathleenGati BobBalaban AlanArkin MichaelJeter MarkMargolis LievSchreiber PeterKassovitz"
841,542,The Crime of Padre Amaro,the young father amaro is put to the test. he is sent to mexico to help take care of aging father benito when he meets a 16-year-old girl that he begins and affair with. it turns out the girls mother had been having an affair with father benito. father amaro must soon choose between the holy or the sinful life. Drama Romance heartattack drugtraffic drugcrime mexicanprovince celibacy priest pregnancy catholicism newmexicancinema GaelGarcíaBernal AnaClaudiaTalancón SanchoGracia AngélicaAragón ErnestoGómezCruz GastónMelo DamiánAlcázar AndrésMontiel PedroArmendárizJr. BlancaLoaria JuanIgnacioAranda VerónicaLanger JorgeZárate LorenzodeRodas RogerNevares CarlosCarrera
842,74725,Kill List,"nearly a year after a botched job, a hitman takes a new assignment with the promise of a big payoff for three killings. what starts off as an easy task soon unravels, sending the killer into the heart of darkness. Horror Thriller Crime hotel wifehusbandrelationship hitman infection forest cult priest murderer brutality bonfire ceremony exsoldier ritualsacrifice contractkiller videotape folkhorror mumblegore NeilMaskell MyAnnaBuring HarrySimpson MichaelSmiley StruanRodger EmmaFryer EsmeFolley BenCrompton GemmaLiseThornton RobinHill ZoeThomas GarethTunley JamelleOla MarkKempner DamienThomas RobertHill SaraDee AliceLowe SteveOram BenWheatley"
843,9022,All the Boys Love Mandy Lane,"beautiful mandy lane isn't a party girl but, when classmate chloe invites the texas high school student to a bash in the countryside, she reluctantly accepts. after hitching a ride with a vaguely scary older man, the teens arrive at their destination. partying ensues, and mandy's close pal, emmet, keeps a watchful eye on the young males making a play for mandy. then two of the students are murdered. Horror Mystery Thriller suicideattempt gun texas massmurder farmworker plannedmurder beauty dyinganddeath fraud plan surprise farm victimofmurder conspiracyofmurder highschool murder youth beautifulgirl femalecorpse AmberHeard AnsonMount MichaelWelch WhitneyAble EdwinHodge AaronHimelstein LukeGrimes MelissaPrice AdamPowell PeytonHayslip BrookeBloom RobertEarlKeen AmberBartlett JonathanLevine"
844,39209,Shalako,"sean connery is shalako, a guide in the old west who has to rescue an aristocratic british hunting party from indians and bandits. Western nativeamerican gunfighter huntingparty SeanConnery BrigitteBardot JackHawkins StephenBoyd PetervanEyck HonorBlackman WoodyStrode AlexanderKnox EricSykes ValerieFrench JuliánMateos DonBarry RoddRedwing ChiefTugSmith HansDeVries EdwardDmytryk"
845,9659,Mad Max,"in a dystopian future australia, a vicious biker gang murders a cop's family, and makes his fight with them personal. Adventure Action Thriller ScienceFiction chain baby bridge post-apocalyptic dystopia matteroflifeanddeath benzine biker partner truck motorcycle motorcyclegang explodingcar ozploitation MelGibson JoanneSamuel HughKeays-Byrne SteveBisley TimBurns RogerWard LisaAldenhoven DavidBracks BertrandCadart DavidCameron RobinaChaffey StephenClark MathewConstantine JerryDay RegEvans HowardEynon MaxFairchild JohnFarndale GeorgeMiller"
846,18126,Hannah Montana: The Movie,"when miley stewart (aka pop-star hannah montana) gets too caught up in the superstar celebrity lifestyle, her dad decides it's time for a total change of scenery. but sweet nibblets! miley must trade in all the glitz and glamour of hollywood for some ol' blue jeans on the family farm in tennessee, and question if she can be both miley stewart and hannah montana. with a little help from her friends – and awesome guest stars taylor swift, rascal flatts and vanessa williams – will she figure out whether to choose hannah or miley? Comedy Drama Family Music Romance doublelife popstar musical tennessee teenagegirl teenmovie teenager hometown famous MileyCyrus BillyRayCyrus EmilyOsment JasonEarles TaylorSwift LucasTill MitchelMusso MoisésArias VanessaWilliams MargoMartindale MeloraHardin BrookeShields BrandonCyrus NataliaDyer JaredCarter PeterChelsom"
847,13811,Knowing,a teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold. Action Adventure Drama Mystery ScienceFiction Thriller cataclysm code suspense endoftheworld timecapsule astrophysicist grievingwidower lexingtonmassachusetts westfordmassachusetts prediction researcher numbers news NicolasCage RoseByrne ChandlerCanterbury BenMendelsohn NadiaTownsend D.G.Maloney LaraRobinson AlanHopgood AdriennePickering JoshuaLong AletheaMcGrath DanielleCarter TamaraDonnellan TravisWaite LiamHemsworth AlyssaMcClelland HarliAmes AlexProyas
848,14057,Trust the Man,"overachieving actress, rebecca (moore), must come to grips with her failing marriage to stay-at-home dad, tom (duchovny). while rebecca's slacker brother, tobey (billy crudup), can't seem to commit to his aspiring-novelist girlfriend, elaine (maggie gyllenhaal). as both relationships spin out of control, the two couples embark on a quest to rediscover the magic and romance of falling in love in new york. Comedy Drama Romance independentfilm DavidDuchovny JulianneMoore BillyCrudup MaggieGyllenhaal JustinBartha EvaMendes EllenBarkin GarryShandling SterlingK.Brown LiamBroggy DagmaraDomińczyk JimGaffigan JamesLeGros BartFreundlich"
849,11397,Not Another Teen Movie,"on a bet, a gridiron hero at john hughes high school sets out to turn a bespectacled plain jane into a beautiful and popular prom queen in this outrageous send-up of the teen movie genre. Comedy underdog ball kiss highschool schoolparty parody crush teenagecrush promqueen sittingonatoilet aftercreditsstinger duringcreditsstinger ChylerLeigh ChrisEvans JaimePressly EricChristianOlsen MiaKirshner LaceyChabert CerinaVincent MollyRingwald SamaireArmstrong NectarRose MichaelEnsign KyleCease DesiLydic JackieHarris Mr.T DeonRichmond EricJungmann RonLester CodyMcMains SamHuntington JoAnnaGarcia SammLevine BeverlyPolcyn EdLauter PaulGleason RandyQuaid RileySmith NathanWest MichelleHolgate JeanetteMiller BenjaminWaldow JoshRadnor RossMulholland DeanSheremet BeccaSweitzer HayleyZelniker LukasBehnken JoshJacobson AmberGoetz JoyBisco MorisaTaylorKaplan GeorgeWyner NedBrower PeterSimon JoyGohring TracyKay JessicaAsher SeanSmith HeatherBrown EanMering LymanWard JulieWelch DanielBess JamesRead RobBenedict BanksMcClintock JayJohnston JesseCapelli DanielSpink OzPerkins JimWise KimiBateman StaciB.Flood SarahChristineSmith ChinaShavers H.JonBenjamin PaulGoebel MarissaFedele SamuelGivens KimberlyLyon ZacharyWoodlee AlecMurdock CynthenaSanders WillGillJr. NickZephyrin HeidiAndrol IanAronson SamAyers NickBakay CandiceT.Cain MaylenCalienes MarcusEdward ArturoElizondo DavidM.Francis MelissaJoanHart KellyS.King JarrettLennon TraceyMcCall JenniferSchlueter GenaShaw AbrahamSmith Tessa SeanPatrickThomas CassieTownsend JeremiahVaughn SusanAnneWall JoelGallen"
850,266857,The Work and The Story,"it is july, 2000 richard dutcher, the man who pioneered ""mormon cinema"" with his film ""god's army"" is missing and presumed dead. three amateur mormon filmmakers: judy shumway, peter beuhmann and kevin evans individually set out to make their first feature-length films to take dutcher's place as the next ""mormon spielberg"". who will win? who will lose? who will find richard? and does everyone want richard found? Comedy KirbyHeyborne ChristopherRobinMiller EricArtell NathanSmithJones"
851,17134,12 Rounds,"when new orleans cop danny fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. hungry for revenge, the criminal mastermind breaks out of prison and kidnaps danny's fiancee. to save her, danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die. Action Adventure Drama Thriller police cops catandmouse family revengedrama JohnCena AidanGillen AshleyScott SteveHarris BrianJ.White GonzaloMenendez TaylorCole KyleRussellClements Peter'Navy'Tuiasosopo TravisDavis NickGomez BrianStanton RosalindRubin BillySlaughter KimCollins LaraGrice WayneFerrara DouglasM.Griffin VincentFlood RobertPralgo WallyCrowder LukeAlbright BryanJohnson LuukasHarlin JohnWilmot LouisHerthum DavidFrye BillMartinWilliams J.OmarCastro BrandiColeman RoyHuang MikkiVal JadaK.Cox PaulineBoudreaux HunterBurke DanieColeman George KimberlyBailey DougBurch CatherineCavadini JohnDeMita TanyaVidalDublin JudiM.Durand GregFinley JeffFischer PeggyFlood BarbaraHarris AmadJackson TerenceMathews DanielMora LeviNuñez JasonPace RichardPenn PaigePollack MichaelRalph DavidJ.Randolph NoreenReardon VernonScott CherylTyreSmith JoelSwetow RuthZalduondo RennyHarlin"
852,9906,The Ant Bully,"fed up with being targeted by the neighborhood bully, 10-year-old lucas nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. convicted of ""crimes against the colony,"" lucas can only regain his freedom by living with the ants and learning their ways. Fantasy Adventure Animation Comedy Family ant childhero shrinking ant-hill children JuliaRoberts MerylStreep NicolasCage PaulGiamatti BruceCampbell ReginaKing LilyTomlin LarryMiller CheriOteri ZachTyler RicardoMontalban MylesJeffrey CreagenDow FrankWelker MarkDeCarlo JakeT.Austin AllisonMack S.ScottBullock PaulGreenberg RobPaulsen JohnA.Davis"
853,4824,The Jackal,"hired by a powerful member of the russian mafia to avenge an fbi sting that left his brother dead, the perfectionist jackal proves an elusive target for the men charged with the task of bringing him down: a deputy fbi boss and a former ira terrorist. Action Thriller Adventure Crime fbi coldwar hitman BruceWillis RichardGere SidneyPoitier DianeVenora J.K.Simmons JackBlack SophieOkonedo RavilIsyanov MaggieCastle KarenKirschenbauer DanielDaeKim JimGrimshaw SergeHoude MathildaMay RichardLineback JohnCunningham TessHarper LesliePhillips StephenSpinella DavidHayman SteveBassett YuriStepanov WaltMacPherson TerrenceCurrier MichaelCaton-Jones LauraViederman PeterSullivan RichardCubison GregoryPorterMiller BobKingdom MurphyGuyer PhilipLeMaistre JamesMcCauley TerryLoughlin VictorSobchak SergeChristianssens BorisBoscovic EwanBailey DanetteAlberico DebraGano JohnHarringtonBland PamelaPoitier JonathanAris EddieBoSmithJr. LarryKing DanZiskie GayleJessup BillCollins DavidGeneGibbs JamesM.Helkey MichaelCaton-Jones"
854,316727,The Purge: Election Year,"two years after choosing not to kill the man who killed his son, former police sergeant leo barnes has become head of security for senator charlene roan, the front runner in the next presidential election due to her vow to eliminate the purge. on the night of what should be the final purge, a betrayal from within the government forces barnes and roan out onto the street where they must fight to survive the night. Action Horror Thriller dystopia sequel legalizedmurder ElizabethMitchell FrankGrillo MykeltiWilliamson EdwinHodge RaymondJ.Barry EthanPhillips TerrySerpico DavidAaronBaker KimberlyHowe JosephJulianSoria KyleSecor RomanBlat J.Jewels BettyGabriel BarryNolan LizaColón-Zayas AdamCantor ChristopherJamesBaker JaredKemp BrittanyMirabile NaeemDuren NaheemGarcia StevenBarkhimer TomKemp PortlandHelmich GeorgeLeeMiles AntoineCoetzee DrewCooper JohnnieMae TomPaolino EmilyPetta AlexanderCook JuaniFeliz JamalPeters MattWalton ThomasKee LonnieFarmer ChristyCoco DarcieFisher AlexanderSchuler HankAmos LindseyPires EmilySmith KtBaldassaro MacaylaBotelho ChristopherCagle ChemiChe-Mponda TerryConforti KevinDeCoste PamelaFigueiredo JohnFranchi IanGatheca LondonHall JayHieron ArthurHiou RosemaryHoward IanDylanHunt HashimLafond JordanLloyd AlexMadera WayneMalmJr. StephanieMcIntyre TanjaMelendezLynch MalcolmC.Murray NickPrincipe LexieRoth MelanieBlakeRoth StephanieAnnSaunders DoraWinifred JamesDeMonaco"
855,41009,Perrier’s Bounty,a gangster named perrier looks to exact his revenge on a trio of fugitives responsible for the accidental death of one of his cronies. Action Comedy Crime Drama suspense CillianMurphy BrendanGleeson JimBroadbent PadraicDelaney NatalieBritton GabrielByrne JodieWhittaker BrendanCoyle MichaelMcElhatton DonWycherley ConlethHill DomhnallGleeson PatMcCabe NedDennehy GlennSpeers LiamCunningham BrendanDempsey IanFitzgibbon
856,82507,Sinister,"found footage helps a true-crime novelist realize how and why a family was murdered in his new home, though his discoveries put his entire family in the path of a supernatural entity. Horror Thriller Mystery drowning pennsylvania childmurderer carsetonfire murder bagoverhead massacre poweroutage hangedman heldcaptive hanging death attic noopeningcredits super-8 ghostchild filmedkilling crimenovelist EthanHawke JulietRylance VincentD'Onofrio JamesRansone FredDaltonThompson ClareFoley MichaelHallD'Addario VictoriaLeigh BlakeMizrahi CameronOcasio DanielleKotch EthanHaberfield NicholasKing TavisSmiley RachelKonstantin ScottDerrickson"
857,12144,The Land Before Time,"an orphaned brontosaurus named littlefoot sets off in search of the legendary great valley. a land of lush vegetation where the dinosaurs can thrive and live in peace. along the way he meets four other young dinosaurs, each one a different species, and they encounter several obstacles as they learn to work together in order to survive. Animation Adventure Family vulkan lossofmother tyrannosaurusrex earthquake primitivetime dinosaur GabrielDamon CandaceHutson JudithBarsi WillRyan PatHingle HelenShaver BillErwin BurkeByrnes DonBluth"
858,14202,The Painted Veil,"a british medical doctor fights a cholera outbreak in a small chinese village, while also being trapped at home in a loveless marriage to an unfaithful wife. Drama Romance china cholera foreignaid epidemic lovelessmarriage EdwardNorton JulietHowland NaomiWatts IanRenwick LievSchreiber TobyJones DianaRigg ZoeTelford AnthonyWong Marie-LaureDescoureaux LorraineLaurence MaggieSteed JohnCurran"
859,17908,My Dog Skip,"a shy boy is unable to make friends in yazoo city, mississippi in 1942, until his parents give him a terrier puppy for his ninth birthday. the dog, which he names skip, becomes well known and loved throughout the community and enriches the life of the boy, willie, as he grows into manhood. based on the best-selling mississippi memoir by the late willie morris. Comedy Drama Family mississippi childhoodmemory dog FrankieMuniz DianeLane KevinBacon LukeWilson ChaonCross HarryConnickJr. JayRussell"
860,27551,The Barbarians,orphaned brothers kutchek and gore are adopted by a tribe led by canary the owner of a powerful jewel. the evil kadar wants both canary and the jewel. attacking the tribe he kidnaps canary but the stone eludes him. the brothers are taken to be trained as gladiators and years later have grown to be very big. they escape and set off on a quest to find the jewel and rescue canary. Fantasy Adventure dragon barbarian PeterPaul DavidPaul RichardLynch EvaLaRue VirginiaBryant SheebaAlahani MichaelBerryman GeorgeEastman FrancoPistoni RaffaellaBaracchi PasqualeBellazecca LuigiBellazecca WilmaMarzilli GiovanniCianfriglia AngeloRagusa NanniBernini LucioRosato FrancoDaddi OmeroCapanna TizianaDiGennaro MarildaDonà PaoloMerosi NelloPazzafini RenzoPevarello PaoloRisi BenitoStefanelli RuggeroDeodato
861,10339,Moby Dick,"in 1841, young ishmael signs up for service abroad the pequod, a whaler sailing out of new bedford. the ship is under the command of captain ahab, a strict disciplinarian who exhorts his men to find moby dick, the great white whale. ahab lost his his leg to that creature and is desperate for revenge. as the crew soon learns, he will stop at nothing to gain satisfaction. Adventure Drama basedonnovel captain boat obsession shipwreck strokeoffate whale walrus revenge GregoryPeck RichardBasehart LeoGenn JamesRobertsonJustice HarryAndrews BernardMiles FriedrichvonLedebur MervynJohns OrsonWelles JohnHuston JohnHuston"
862,87101,Terminator Genisys,"the year is 2029. john connor, leader of the resistance continues the war against the machines. at the los angeles offensive, john's fears of the unknown future begin to emerge when tecom spies reveal a new plot by skynet that will attack him from both fronts; past and future, and will ultimately change warfare forever. ScienceFiction Action Thriller Adventure savingtheworld artificialintelligence cyborg killerrobot future timetravel dystopia sequel fiction duringcreditsstinger 3d ArnoldSchwarzenegger JasonClarke EmiliaClarke JaiCourtney J.K.Simmons DayoOkeniyi MattSmith CourtneyB.Vance LeeByung-hun MichaelGladis SandrineHolt WayneBastrup GregoryAlanWilliams OttoSanchez MattyFerraro GriffFurst AaronV.Williamson SethMeriwether AfemoOmilami TeriWyble KerryCahill MarkAdam KerryO'Malley WillaTaylor JamesMosesBlack TerryDaleParks DouglasSmith AnthonyMichaelFrederick BrandonStacy BrettAzar DouglasM.Griffin ErnestWells AlanTaylor"
863,58431,Pride and Prejudice and Zombies,"a zombie outbreak has fallen upon the land in this reimagining of jane austen’s classic tale of the tangled relationships between lovers from different social classes in 19th century england. feisty heroine elizabeth bennet (lily james) is a master of martial arts and weaponry and the handsome mr. darcy (sam riley) is a fierce zombie killer, yet the epitome of upper class prejudice. as the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all. Romance Horror Comedy Thriller basedonnovel dystopia shaolin prejudice zombie pride golddigger regencyperiod parson mashup LilyJames SamRiley JackHuston BellaHeathcote DouglasBooth MattSmith SukiWaterhouse CharlesDance LenaHeadey EmmaGreenwell AislingLoftus HermioneCorfield SallyPhillips DollyWells EllieBamber RyanOliva MillieBrady JessRadomska JuditNovotnik PookyQuesnel MorfyddClark JanetHenfrey BurrSteers"
