,id,title,combined_features
324,606,Out of Africa,"out of africa tells the story of the life of danish author karen blixen, who at the beginning of the 20th century moved to africa to build a new life for herself. the film is based on the autobiographical novel by karen blixen from 1937. Drama dancing trainstation denmark fire cemetery compass lion picnic fireworks grave passion farmworker plantation kenia coffeeplantation safari banker airplane weddingnight adventure aggressionbyanimal friendship syphillis MerylStreep RobertRedford KlausMariaBrandauer MichaelKitchen MalickBowens JosephThiaka StephenKinyanjui MichaelGough SuzannaHamilton RachelKempson GrahamCrowden LesliePhillips MikeBugara ShaneRimmer JobSeda MohammedUmar Iman SydneyPollack"
325,16620,La Bamba,"biographical story of the rise from nowhere of singer ritchie valens whose life was cut short by a plane crash. Drama Music musical death dyingyoung nostalgic mexicanamerican risingstar maritalrape LouDiamondPhillips DaniellevonZerneck ElizabethPeña RosannaDeSoto EsaiMorales JoePantoliano RickDees MarshallCrenshaw BrianSetzer DanielValdez HowardHuntsberry FelipeCantu EddieFrias MikeMoroff GeoffreyRivas SamAnderson MaggieGwinn JeffreyAlanChandler StephenLee JohnQuade LettieIbarra DianeRodriguez KatieValdez GloriaBalcorta ErnestoHernández NobleWillingham ThomPintello StephenF.Schmidt RosannaLocke KimSebastian DyanaOrtelli AndyGriggs ArtK.Koustik TonyGenaro AllisonRobinson HunterPayne JoeMiller MaryAnnTanedo BarbJittner BrianRussell YolandaMartinezOlivarri FrankAragon LindaHoldahl ThomasRosales,Jr. MatthewShields ReynaldoSilva ConnieValenzuela LuisValdez"
326,10016,Ghosts of Mars,melanie ballard (natasha henstridge) is a hard nosed police chief in the year 2025. she and a police snatch squad are sent to mars to apprehend a dangerous criminal james williams (ice cube). mars has been occupied by humans for some time and they have set up mining facilities. the mining activities on mars have unleashed the spirits of alien beings who gradually possess the bodies of the workers. it soon turns out that catching the dangerous fugitive takes a back seat as the alien spirits begin to rid their planet of the 'invaders'. Action Horror ScienceFiction climbingupawall hungupsidedown flashbackwithinaflashback cavern battering ram ghosttown NatashaHenstridge IceCube JasonStatham CleaDuVall PamGrier JoannaCassidy RichardCetrone RosemaryForsyth LoboSebastian RodneyA.Grant PeterJason WandaDeJesus LiamWaite DuaneDavis DougMcGrath RickEdelstein RexLinn MichaelKrawic RobertCarradine EileenWeisinger MarjeanHolden JohnCarpenter
327,20156,Exotica,"in the upscale toronto strip club exotica, dancer christina is visited nightly by the obsessive francis, a depressed tax auditor. her ex-boyfriend, the club's mc, eric, still jealously pines for her even as he introduces her onstage, but eric is having his own relationship problems with the club's owner, zoe. meanwhile thomas, a mysterious pet-shop owner, is about to become unexpectedly involved in their lives. gradually, connections between the traumatic pasts of these characters are revealed. Drama Mystery secret nightclub petshop independentfilm unhappiness BruceGreenwood MiaKirshner EliasKoteas DonMcKellar SarahPolley ArsinéeKhanjian VictorGarber DavidHemblen CalvinGreen PeterKrantz JackBlum BillyMerasty KenMcDougall DamonD'Oliveira AtomEgoyan"
328,15013,Wah-Wah,"set at the end of the 1960s, as swaziland is about to receive independence from united kingdom, the film follows the young ralph compton, at 12, through his parents' traumatic separation, till he's 14. the film is largely based on richard e. grant's own experiences as a teenager in swaziland, where his father was head of education for the british government administration. Drama adultery braintumor southafrica alcoholism divorce GabrielByrne EmilyWatson JulieWalters NicholasHoult MirandaRichardson CeliaImrie ZacFox JulianWadham FenellaWoolgar JohnMatshikiza SidMitchell JohnCarlisle MathokozaSibiya SindisisweNxumalo MichaelRichard CarolineSmart IanRoberts OliviaGrant SibusisoMamba TonyHatton ClareMarshall KimBorrell RichardE.Grant"
329,8780,Baby Mama,"a successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate. Comedy pregnancyandbirth surrogatemother TinaFey AmyPoehler DaxShepard SigourneyWeaver GregKinnear SteveMartin RomanyMalco MauraTierney WillForte FredArmisen StephenMailer HollandTaylor JamesRebhorn DenisO'Hare KevinCollins JasonMantzoukas SiobhanFallon AliceKremelberg FrankRodriguez MichaelMcCullers"
330,13972,The Women,"the story centers on a group of gossipy, high-society women who spend their days at the beauty salon and haunting fashion shows. the sweet, happily-wedded mary haines finds her marriage in trouble when shop girl crystal allen gets her hooks into mary's man. Comedy Drama Romance beautysalon divorce womandirector ClorisLeachman IndiaEnnenga AnnetteBening EvaMendes DebraMessing JadaPinkettSmith BetteMidler CandiceBergen CarrieFisher DebiMazar MegRyan DianeEnglish"
331,109445,Frozen,"young princess anna of arendelle dreams about finding true love at her sister elsa’s coronation. fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. she's accompanied by ice delivery man kristoff, his reindeer sven, and snowman olaf. on an adventure where she will find out what friendship, courage, family, and true love really means. Animation Adventure Family queen musical princess betrayal snowman animation reindeer curse snow troll mountainclimber aftercreditsstinger womandirector 3d KristenBell IdinaMenzel JonathanGroff JoshGad SantinoFontana AlanTudyk CiaránHinds ChrisWilliams StephenJ.Anderson MaiaWilson EdieMcClurg RobertPine MauriceLaMarche LivvyStubenrauch EvaBella SpencerGanus AvaAcres StephenApostolina KrikBaily DavidBoat PaulBriggs WoodyBuck LewisCleale WendyCutler TerriDouglas EddieFrierson JeanGilpin JackieGonneau NicholasGuest BridgetHoffman NickJameson DanielKaz JohnLavelle JenniferLee PatriciaLentz AnnieLopez KatieLowes MonaMarshall DaraMcGarry ScottMenville AdamOverett PaulPape CourtneyPeldon JenniferPerry RaymondS.Persi Jean-MichelRichaud LynwoodRobinson CarterSand JadonSand KatieSilverman PepperSweeney FredTatasciore AnnaleighAshford JenicaBergere TyreeBrown JuneChristopher ChrisBuck JenniferLee"
332,9899,The Producers,"after putting together another broadway flop, down-on-his-luck producer max bialystock teams up with timid accountant leo bloom in a get-rich-quick scheme to put on the world's worst show. Comedy Music cheating adolfhitler success music blonde funnynazi producer broadwaymusical aftercreditsstinger womandirector MatthewBroderick UmaThurman WillFerrell EileenEssell GaryBeach MichaelMcKean DavidHuddleston DebraMonk AndreaMartin JonLovitz MegGillentine BrynDowling KevinLigon RayWills MarilynSokol BrentBarrett ToryRoss BradOscar NathanLane RogerBart DanBittner SusanStroman"
333,11904,Young Sherlock Holmes,"sherlock holmes and dr. watson meet as boys in an english boarding school. holmes is known for his deductive ability even as a youth, amazing his classmates with his abilities. when they discover a plot to murder a series of british business men by an egyptian cult, they move to stop it. Action Adventure Crime Drama Family Mystery Thriller londonengland schoolfriend religionandsupernatural sherlockholmes murder aftercreditsstinger NicholasRowe AlanCox SophieWard AnthonyHiggins SusanFleetwood MatthewRyan EarlRhodes BarryLevinson"
334,1651,Mississippi Mermaid,"adapted from a story by william irish, it's a noirish tale of a man who orders a mail-order bride but receives instead a con woman. Crime Drama Romance exoticisland secret loveofone'slife plantation marriage mailorderbride frenchnoir Jean-PaulBelmondo CatherineDeneuve MichelBouquet NellyBorgeaud MartineFerrière MarcelBerbert YvesDrouhet RolandThénot FrançoisTruffaut"
335,10658,Howard the Duck,a scientific experiment unknowingly brings extraterrestrial life forms to the earth through a laser beam. first is the cigar smoking drake howard from the duck's planet. a few kids try to keep him from the greedy scientists and help him back to his planet. but then a much less friendly being arrives through the beam... Comedy Fantasy ScienceFiction duck physicist extraterrestrial anthropomorphism alieninvasion alternativereality LeaThompson JeffreyJones TimRobbins EdGale HollyRobinsonPeete DavidPaymer PaulGuilfoyle RichardEdson DominiqueDavalos LizSagal WillardHuyck
336,2085,Romeo Must Die,"two warring gang families (one african-american, the other chinese) maneuver for bragging rights to the oakland, california, docks. hang sing and trish o'day uncover a trail of deceit that leaves most of the warring factions dead … or worse! Action Crime Thriller martialarts hip-hop oakland asian asianman asianlead JetLi Aaliyah IsaiahWashington RussellWong DMX DelroyLindo D.B.Woodside JonKitLee EdoardoBallerini AnthonyAnderson MatthewHarrison TerryChen HenryO GastonMorrison ColinFoo AndrzejBartkowiak"
337,76493,The Dictator,the heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed. Comedy kurdish SachaBaronCohen SayedBadreya AasifMandvi MeganFox AnnaFaris JohnC.Reilly MichelleBergh AdeelAkhtar BenKingsley OliviaTaylorDudley JasonMantzoukas KathrynHahn RizwanManji AlexKruz SethMorris LarryCharles
338,118612,After,"when two bus crash survivors awake to discover that they are the only people left in their small town, they must form an unlikely alliance in a race to unravel the truth behind their isolation. as strange events begin to unfold, they start to question whether the town they know so well is really what it seems. Mystery Thriller coma crash acceptingdeath StevenStrait KarolinaWydra SandraEllisLafferty RicReitz JacksonWalker MadisonLintz BobPenny AprilBillingsley JenniferSpriggs TyrinNilesWyche SabynMayfield ChasePresley SteveCoulter RyanSmith"
339,266034,The Blue Room,"a man and a woman, secretly in love, alone in a room. they desire each other, want each other, and even bite each other. in the afterglow, they share a few sweet nothings. at least the man seemed to believe they were nothing. now under investigation by the police and the courts, what is he accused of? Drama Crime Thriller murder suspense loveaffair policeinterrogation murdertrial MathieuAmalric LéaDrucker StéphanieCléau LaurentPoitrenaux MathieuAmalric"
340,1090,The Thirteenth Floor,"computer scientist hannon fuller has discovered something extremely important. he's about to tell the discovery to his colleague, douglas hall, but knowing someone is after him, the old man leaves a letter in his computer generated parallel world that's just like the 30's with seemingly real people with real emotions. Thriller ScienceFiction Mystery artificialintelligence simulation computerprogram virtualreality dystopia murder losangeles CraigBierko ArminMueller-Stahl GretchenMol VincentD'Onofrio DennisHaysbert StevenSchub JeremyRoberts RifHutton LeonRippy JanetMacLachlan BradWilliamHenke BurtBulos VenessiaValentino TiaTexada HowardS.Miller ShiriAppleby BobClendenin RachelWinfree AlisonLohman MeghanIvey ErnieLively ToniSawyer LeeWeaver TravisTedford JohnnyCrawford JeffBlumenkrantz GeoffreyRivas BrooksAlmy DarrylHenriques MaryAnnSchmidt GlendonRich JosefRusnak"
341,9731,Friday the 13th: A New Beginning,"homicidal maniac jason returns from the grave to cause more bloody mayhem. young tommy may have escaped from crystal lake, but he’s still haunted by the gruesome events that happened there. when gory murders start happening at the secluded halfway house for troubled teens where he now lives, it seems like his nightmarish nemesis, jason, is back for more sadistic slaughters. but as things spiral out of control and the body count rises, tommy begins to wonder if he’s become the killer he fears most. Horror Thriller mask psychology serialkiller hospital teenager seriesofmurders MelanieKinnaman JohnShepherd ShavarRoss RichardYoung MarcoSt.John JulietteCummins CarolLocatell VernonWashington CaskeySwaim AnthonyBarrile DominickBrascia TiffanyHelm CoreyFeldman RichardLineback DebiSueVoorhees SuzanneBateman ToddBryant MiguelA.Núñez,Jr. MarkVenturini DannySteinmann"
342,9489,You've Got Mail,"book superstore magnate, joe fox and independent book shop owner, kathleen kelly fall in love in the anonymity of the internet – both blissfully unaware that he's putting her out of business. Comedy Romance romanticcomedy onlinedating womandirector TomHanks MegRyan KatieSagona GregKinnear ParkerPosey JeanStapleton SteveZahn HeatherBurns DabneyColeman HalleeHirsh DaveChappelle JohnRandolph CaraSeymour DeborahRush SaraRamirez ChrisMessina NoraEphron"
343,8584,Shanghai Noon,"chon wang, a clumsy imperial guard trails princess pei pei when she is kidnapped from the forbidden city and transported to america. wang follows her captors to nevada, where he teams up with an unlikely partner, outcast outlaw roy o'bannon, and tries to spring the princess from her imprisonment. Adventure Action Comedy Western princess sioux travel rescue nativeamerican chinese cowboy duringcreditsstinger 19thcentury JackieChan OwenWilson LucyLiu XanderBerkeley RogerYuan YuRong-Guang WaltonGoggins JasonConnery AdrienDorval StacyGrant KateLuyben HenryO SimonBaker AlanC.Peterson RadDaly ElizaNorbury BrandonMerrill EricChen YaHiCui RafaelBáez RussellBadger SamSimon TomDey"
344,71805,Shipwrecked,a young norwegian boy in 1850s england goes to work as a cabin boy and discovers some of his shipmates are actually pirates. Adventure Family island ship pirate sailor cabinboy 19thcentury StianSmestad GabrielByrne LouisaMilwood-Haigh BjørnSundquist JoachimRafaelsen WilliamIlkley TrondPeterStamsøMunch EvavonHanno KjellStormoen KarlSundby KnutWalle HaraldBrenna JohnSigurdKristensen GeovonKrogh FrankKrog GuyFithen NilsGaup
345,12144,The Land Before Time,"an orphaned brontosaurus named littlefoot sets off in search of the legendary great valley. a land of lush vegetation where the dinosaurs can thrive and live in peace. along the way he meets four other young dinosaurs, each one a different species, and they encounter several obstacles as they learn to work together in order to survive. Animation Adventure Family vulkan lossofmother tyrannosaurusrex earthquake primitivetime dinosaur GabrielDamon CandaceHutson JudithBarsi WillRyan PatHingle HelenShaver BillErwin BurkeByrnes DonBluth"
346,11298,The Howling,"after a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem. Drama Horror insaneasylum werewolf newswoman PatrickMacnee DennisDugan ChristopherStone BelindaBalaski KevinMcCarthy JohnCarradine SlimPickens ElisabethBrooks RobertPicardo MargieImpert NobleWillingham JamesMurtaugh JimMcKrell MeshachTaylor ForrestJ.Ackerman RobertA.Burns JonathanKaplan JohnSayles RogerCorman KennethTobey DickMiller DeeWallace JoeDante"
347,334074,Survivor,"a foreign service officer in london tries to prevent a terrorist attack set to hit new york, but is forced to go on the run when she is framed for crimes she did not commit. Thriller newyear'seve fire showdown terrorist embassy handgrenade truck laboratory ontherun orphan death cigarettelighter microscope hazmatsuit PierceBrosnan MillaJovovich DylanMcDermott AngelaBassett RobertForster JamesD'Arcy RogerRees GenevieveO'Reilly FrancesdelaTour SonyaCassidy AntoniaThomas SeanTeale Rege-JeanPage JingLusi BennoFürmann PaddyWallace ParkerSawyers EddieBagayawa AlexisPeterman StevenRobertson JamesMcTeigue"
348,16871,Drag Me to Hell,"after denying a woman the extension she needs to keep her home, loan officer christine brown sees her once-promising life take a startling turn for the worse. christine is convinced she's been cursed by a gypsy, but her boyfriend is skeptical. her only hope seems to lie in a psychic who claims he can help her lift the curse and keep her soul from being dragged straight to hell. Horror Thriller gypsy work gore curse psychologist psychic evil loanofficer obituary engagementring gypsies AlisonLohman JustinLong LornaRaver DileepRao DavidPaymer AdrianaBarraza ChelcieRoss ReggieLee MollyCheek BojanaNovaković KevinFoster AlexisCruz RuthLivier ShilohSelassie JoanneBaron TedRaimi OctaviaSpencer CherieFranklin ScottSpiegel JayGordon BillE.Rogers SamRaimi SamRaimi"
349,10212,Ravenous,"upon receiving reports of missing persons at fort spencer, a remote army outpost on the western frontier, capt. john boyd investigates. after arriving at his new post, boyd and his regiment aid a wounded frontiersman who recounts a horrifying tale of a wagon train murdered by its supposed guide -- a vicious u.s. army colonel gone rogue. fearing the worst, the regiment heads out into the wilderness to verify the gruesome claims Comedy Horror Thriller Western winter cliff cooking cave nudity chase fort army murder survival snow camp soldier violence cannibal madness stranger americanmexicanwar womandirector wendigo militaryoutpost vomitingblood GuyPearce RobertCarlyle DavidArquette JeremyDavies NealMcDonough StephenSpinella JosephRunningfox BillBrochtrup SheilaTousey JeffreyJones JohnSpencer AntoniaBird"
350,163,Ocean's Twelve,"danny ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in rome, paris and amsterdam – but a europol agent is hot on their heels. Thriller Crime sequel fabergéegg dutcheastindiancompany second part goldenegg goon GeorgeClooney BradPitt CatherineZeta-Jones JuliaRoberts AndyGarcía CaseyAffleck ScottCaan ShaoboQin BernieMac DonCheadle MattDamon CarlReiner EddieJemison ElliottGould RobbieColtrane JeroenKrabbé VincentCassel EddieIzzard BruceWillis CherryJones AlbertFinney AdrianoGiannini JohanWiderberg LucianoMiele AntonioDeMatteo GiseldaVolodi MattiaSbragia StevenSoderbergh"
351,4551,Be Cool,"disenchanted with the movie industry, chili palmer tries the music industry, meeting and romancing a widow of a music exec on the way. Comedy Crime baseballbat widow recordingcontract recordingstudio russianmafia musicbusiness nightclub pawnshop JohnTravolta UmaThurman VinceVaughn CedrictheEntertainer AndréBenjamin StevenTyler RobertPastorelli ChristinaMilian PaulAdelstein DebiMazar GregoryAlanWilliams HarveyKeitel DwayneJohnson DannyDeVito JamesWoods AnthonyJ.Ribustello WyclefJean FredDurst SérgioMendes GeneSimmons RZA JoePerry AnnaNicoleSmith AlexKubik DarrenCarter CarolDuboc MinaeNoji ArielleKebbel KimberlyJ.Brown MargaretTravolta ScottAdsit BrianChristensen NickLoren CraigSusser GeorgeFisher SaharSimmons SerdarKalsin RussIrwin JoeyKramer BradWhitford TomHamilton JoyceTolbert NoelleScaggs Will.i.am Fergie Apl.de.Ap Taboo CarmenGetit SteveLucky KimberlyWyatt KaseyCampbell AshleyRoberts NicoleScherzinger ShanellWoodgett CliffordMcGhee ChristopherToler Ivan'Flipz'Velez DonyelleDeniseJones GustavoVargas F.GaryGray"
352,5178,The Good Heart,"brian cox stars as jacques, the curmudgeonly owner of a gritty new york dive bar that serves as home to a motley assortment of professional drinkers. jacques is determinedly drinking and smoking himself to death when he meets lucas (dano), a homeless young man who has already given up on life. determined to keep his legacy alive, jacques deems lucas is a fitting heir and takes him under his wing, schooling him in the male-centric laws of his alcoholic clubhouse: no new customers, no fraternizing with customers and, absolutely no women. lucas is a quick study, but their friendship is put to the test when the distraught and beautiful april (isild le besco) shows up at the bar seeking shelter, and lucas insists they help her out. Drama Comedy Romance sanfrancisco homelessperson bar suicideattempt heartattack friendship hospital BrianCox PaulDano StephanieSzostak IsildLeBesco BillBuell EdWheeler ClarkMiddleton EdmundLyndeck DanielRaymont DamianYoung AndréDeShields StephenHenderson DagurKári"
353,20309,Say It Isn't So,"boy meets girl; boy falls in love (and had wild, non-stop sex) with girl; boy loses girl... when they discover they are brother and sister! but when he learns that he's the victim of the ultimate case of mistaken identity, the lovesick young man -- whom everyone still thinks is after some taboo thrills -- must race across the country to stop her from marrying another man. Comedy Romance ChrisKlein HeatherGraham OrlandoJones SallyField RichardJenkins EddieCibrian MarkPellegrino JackPlotnick JohnRothman LinShaye JulieWhite SarahSilverman DoloresDrake EzraBuzzington DavidL.Lander MartinMorales ColinFoo J.B.Rogers"
354,38778,Dinner for Schmucks,"rising executive tim wagner works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. tim plans on not attending until he meets barry, a man who builds dioramas using stuffed mice. barry's blundering but good intentions send tim's life into a downward spiral, threatening a major business deal and possibly scuttling tim's engagement to his fiancee. Comedy mouse idiot mindcontrol taxidermy aftercreditsstinger duringcreditsstinger SteveCarell PaulRudd StephanieSzostak JemaineClement ZachGalifianakis LucyPunch BruceGreenwood DavidWalliams RonLivingston KristenSchaal AndreaSavage RandallPark LucyDavenport ChrisO'Dowd JeffDunham OctaviaSpencer PatrickFischler RickOverton BlancaSoto NicoleLaLiberte JayRoach"
355,13159,Georgia Rule,"georgia rule follows a rebellious, uncontrollable teenager who is hauled off by her dysfunctional mother to spend the summer with her grandmother. her journey will lead all three women to revelations of buried family secrets and an understanding that - regardless what happens - the ties that bind can never be broken. Comedy Drama Romance grandmothergranddaughterrelationship promiscuity motherdaughterrelationship summer teenager rural veterinaryclinic rebelliousteenager JaneFonda LindsayLohan FelicityHuffman DermotMulroney CaryElwes GarrettHedlund HéctorElizondo DylanMcLaughlin ZacharyGordon LaurieMetcalf HopeAlexander-Willis GarryMarshall"
356,16428,Breakin' All the Rules,"inspired by his fiancée (who dumped him), a man publishes a break-up handbook for men, becoming a bestselling author in the process. Comedy Romance bestsellingauthor JamieFoxx MorrisChestnut JenniferEsposito GabrielleUnion PeterMacNicol HeatherHeadley OctaviaSpencer DanielTaplitz"
357,138103,The Expendables 3,"barney, christmas and the rest of the team comes face-to-face with conrad stonebanks, who years ago co-founded the expendables with barney. stonebanks subsequently became a ruthless arms trader and someone who barney was forced to kill… or so he thought. stonebanks, who eluded death once before, now is making it his mission to end the expendables -- but barney has other plans. barney decides that he has to fight old blood with new blood, and brings in a new era of expendables team members, recruiting individuals who are younger, faster and more tech-savvy. the latest mission becomes a clash of classic old-school style versus high-tech expertise in the expendables’ most personal battle yet. Action Adventure Thriller cia armsdealer sequel rescuemission hospital battle sledgehammer revolver SylvesterStallone JasonStatham HarrisonFord ArnoldSchwarzenegger MelGibson WesleySnipes RandyCouture DolphLundgren TerryCrews KelseyGrammer GlenPowell AntonioBanderas VictorOrtiz RondaRousey KellanLutz JetLi IvanKostadinov RobertDavi NikolayStoyanovIlchev DanielAngelov SlaviSlavov DimiterDoichinov NikolayStanoev HarryAnichkin BoswellMaloka NatalieBurn VelizarBinev SaraiGivaty LiubomirSimeonov FrankPesce ThomasCanestraro PatrickHughes"
358,281189,Gory Gory Hallelujah,"four actors compete for the role of jesus - a black revolutionary, a bisexual hippie, a jew, and a feminist. when all four are rejected, they hit the road on bad-ass motorcycles, bound for glory in new york city. but when a run-in with a gang of elvises ends in murder, they find themselves taken prisoner in a little town called jackville - where folk don't take kindly to blasphemers. the jesuses fall prey to an evil conspiracy that can only lead to the apocalypse. womandirector SueCorcoran"
359,795,City of Angels,"when guardian angel seth -- who invisibly watches over the citizens of los angeles -- becomes captivated by maggie, a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. the couple embarks on a tender but forbidden romance spanning heaven and earth. Drama Fantasy Romance suicide angel lifeanddeath desperation operation heaven faith afterlife losangeles interspeciesromance NicolasCage MegRyan AndreBraugher DennisFranz ColmFeore RobinBartlett JoannaMerlin SarahDampf RhondaDotson NigelGibbs JohnPutch LauriJohnson ChristianAubert JayPatterson ShishirKurup BrianMarkinson BradSilberling"
360,11978,Men of Honor,"against formidable odds -- and an old-school diving instructor embittered by the u.s. navy's new, less prejudicial policies -- carl brashear sets his sights on becoming the navy's first african-american master diver in this uplifting true story. their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor. Drama diving u.s.navy RobertDeNiro CubaGoodingJr. CharlizeTheron AunjanueEllis HalHolbrook MichaelRapaport PowersBoothe DavidKeith GlynnTurman TylerPosey HenryHarris GeorgeTillman,Jr."
361,20,My Life Without Me,a pedro almodovar production in which a fatally ill mother with only two months to live creates a list of things she wants to do before she dies with out telling her family of her illness. Drama Romance farewell responsability dyinganddeath nightshift daughter secretlove motherdaughterrelationship womandirector SarahPolley AmandaPlummer ScottSpeedman LeonorWatling DeborahHarry MarkRuffalo MariadeMedeiros JulianRichings JessicaAmlee KenyaJoKennedy CamilleMartinez AlfredMolina IsabelCoixet
362,14729,The Long Riders,"the origins, exploits and the ultimate fate of the james gang is told in a sympathetic portrayal of the bank robbers made up of brothers who begin their legendary bank raids because of revenge. Western History brotherbrotherrelationship jessejames coleyounger DavidCarradine KeithCarradine RobertCarradine JamesKeach StacyKeach DennisQuaid RandyQuaid KevinBrophy HarryCarey,Jr. ChristopherGuest NicholasGuest ShelbyLeverington FeliceOrlandi PamelaReed JamesRemar WalterHill"
363,10589,After the Sunset,"two master thieves (brosnan and hayek) are finally retiring after one last succesful mission. residing in their own tropical paradise, their old nemesis, fbi agent stan p. lloyd shows up to make sure they really are retired. docked in the port is an ocean liner called the ""diamond cruise"" and stan is convinced that they're not really retired at all, and that this is the next set up. Action Comedy Crime Drama bahamas masterthief crookcouple PierceBrosnan SalmaHayek WoodyHarrelson TroyGarity RussellHornsby RexLinn MichaelBowen MarkMoses ChrisPenn ObbaBabatundé GianniRusso DonCheadle NaomieHarris AndrewFiscella KarlMalone ShaquilleO'Neal GaryPayton MykeltiWilliamson AlanDale RobertCurtisBrown JeffGarlin KateWalsh TomMcGowan RachaelHarris LisaThornhill JoelMcKinnonMiller ShakaraLedard AudreyQuock GillianVigman DavidReivers KamalMarayati NoémieLenoir OmahyraMota OluchiOnweagba TonyLedard BrettRatner"
364,9339,Click,a workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. complications arise when the remote starts to overrule his choices. Comedy Drama Fantasy Romance regret workaholic heartattack architect dyinganddeath timetravel remotecontrol children liposuction hospital wedding dog secondchance alternatereality fatherhood obese AdamSandler KateBeckinsale ChristopherWalken DavidHasselhoff HenryWinkler JulieKavner SeanAstin JosephCastanon JonahHill JakeHoffman TatumMcCann LorraineNicholson KatieCassidy CameronMonaghan JenniferCoolidge RobSchneider ElizabethDeCicco NickSwardson TerryCrews RachelDratch JenaeAltschwager JamesEarlJones JasonSandler BillySlaughter FrankCoraci
365,25636,Jesus' Son,a young man turns from drug addiction and petty crime to a life redeemed by a discovery of compassion Comedy Drama Romance drugabuse magicmushroom darkcomedy independentfilm drug psychedelics heroinaddict womandirector BillyCrudup DenisLeary JackBlack DennisHopper HollyHunter SamanthaMorton MirandaJuly MichaelShannon MarkWebber AlisonMaclean
366,260346,Taken 3,"ex-government operative bryan mills finds his life is shattered when he's falsely accused of a murder that hits close to home. as he's pursued by a savvy police inspector, mills employs his particular set of skills to track the real killer and exact his unique brand of justice. Thriller Action revenge murder ontherun fugitive framed fatherdaughterrelationship framedformurder LiamNeeson ForestWhitaker MaggieGrace FamkeJanssen DougrayScott SamSpruell DonHarvey DylanBruno LelandOrser DavidWarshofsky JonGries JonnyWeston AndrewBorba JudiBeecher AndrewHoward ChadDonella AlSapienza AlexanderWraith CedricCirotteau CatherineDyer JimmyPalumbo RobertPralgo TonyWilliams AlVicente ShelleyCalene-Black AdamJ.Smith JimmyGonzales LaurenSivan CorneliusPeter KevinFry KatieMaryGarland AlexDisdier MikeDavies EllenHo HaleyCraft StephanieHonoré SteveCoulter MichaelShikany RobertBryanDavis NazarethDairian TonyDeMil StefanieKleine JohnnyHarvill AngieDillard WallaceLangham AntonYakovlev CedricCamus KarimBenHaddou VincentParisi ScottThrun CédricChevalme PeteThias MartinVaughanLewis AshanteP.T.Stokes AbbeyFerrell LaurenSivan OlivierMegaton"
367,2454,The Chronicles of Narnia: Prince Caspian,"one year after their incredible adventures in the lion, the witch and the wardrobe, peter, edmund, lucy and susan pevensie return to narnia to aid a young prince whose life has been threatened by the evil king miraz. now, with the help of a colorful cast of new characters, including trufflehunter the badger and nikabrik the dwarf, the pevensie clan embarks on an incredible quest to ensure that narnia is returned to its rightful heir. Adventure Family Fantasy basedonnovel fictionalplace brothersisterrelationship lion humanbeing wretch leapintime matteroflifeanddeath faith uncle narnia fantasyworld BenBarnes WilliamMoseley AnnaPopplewell SkandarKeynes GeorgieHenley SergioCastellitto AliciaBorrachero PeterDinklage WarwickDavis VincentGrass PierfrancescoFavino DamiánAlcázar SimónAndreu PredragBjelac ShaneRangi CornellJohn LiamNeeson KenStott TildaSwinton EddieIzzard KláraIssová AndrewAdamson"
368,80468,Some Guy Who Kills People,"a former mental patient's repressed anger reaches the boiling point, leading him to embark on a mission of revenge against the thugs who once subjected him to severe physical and mental trauma. Comedy Horror Thriller KevinCorrigan BarryBostwick KarenBlack LeoFitzpatrick ArielGade LucyDavis AhmedBest JanieHaddadTompkins LauraKightlinger VanessaMizzone NadineCrocker JackPerez"
369,13809,RockNRolla,"when a russian mobster sets up a real estate scam that generates millions of pounds, various members of london's criminal underworld pursue their share of the fortune. various shady characters, including mr one-two, stella the accountant, and johnny quid, a druggie rock-star, try to claim their slice. Action Crime Thriller londonengland gangleader money gang crime MarkStrong TomWilkinson TobyKebbell GerardButler TomHardy IdrisElba KarelRoden ThandieNewton MattKing GemmaArterton JeremyPiven JimiMistry JamieCampbellBower NonsoAnozie CharlotteArmer Ludacris GeoffBell GuyRitchie"
