,id,title,combined_features
181,1637,Speed,"los angeles swat cop jack traven is up against bomb expert howard payne, who's after major ransom money. first it's a rigged elevator in a very tall building. then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in la traffic. and that's still not the end. Action Adventure Crime bomb airport bus busride highway bombplanting KeanuReeves DennisHopper SandraBullock JoeMorton JeffDaniels AlanRuck GlennPlummer RichardLineback BethGrant HawthorneJames CarlosCarrasco DavidKriegel NatsukoOhama DanielVillarreal SimoneGad LorettaJean SherriVillanueva MargaretMedina JordanLund RobertMailhouse PatrickFischler PatrickJohnHurley SusanBarnes RickDano MichaelSottile JaneCrawley AnneO'Sullivan BeauStarr JohnCapodice ThomasRosales,Jr. JamesDuMont AntonioMora PattyToy ToddGordon BruceWright MarkKriski DagnyHultgreen RichardSchiff JosephCarberry SandyMartin NeishaFolkes-LeMelle JimMapp MiltonQuon SoniaJackson CarmenWilliams PaulaMontes LoydaRamos JuliaVera MarylouLim BrianK.Grant BarryKramer RobinMcKee PaigeGoodman ChristinaFitzgerald TaraThomas CeceTsou MichaelN.Fujimoto RichardGelb JandeBont"
182,9030,The Eye,"violinist sydney wells was accidentally blinded by her sister helen when she was five years old. she submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people. Drama Horror Thriller sistersisterrelationship blindnessandimpairedvision eyeoperation eyesight dyinganddeath eye classicalmusic sister eyespecialist remake JessicaAlba AlessandroNivola ParkerPosey RadeSerbedzija FernandaRomero ObbaBabatundé DannyMora RachelTicotin ChloëGraceMoretz TamlynTomita KarenAustin MiaStallard DavidMoreau XavierPalud"
183,50014,The Help,"aibileen clark is a middle-aged african-american maid who has spent her life raising white children and has recently lost her only son; minny jackson is an african-american maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and eugenia ""skeeter"" phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. these three stories intertwine to explain how life in jackson, mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines. Drama mississippi basedonnovel exploitation racialsegregation racism writer maid moralcourage ressentiment southernbelle racialissues 1960s newspapercolumnist EmmaStone ViolaDavis OctaviaSpencer BryceDallasHoward JessicaChastain MikeVogel AllisonJanney SissySpacek ChrisLowell AhnaO'Reilly AnnaCamp CicelyTyson AunjanueEllis DavidOyelowo DanaIvey LaChanze BrianKerwin WesChatham TedWelch ShaneMcRae RoslynRuff TarraRiggs LeslieJordan MarySteenburgen TiffanyBrouwer CarolSutton AshleyJohnson RitchieMontgomery NelsanEllis CletaElaineEllington AmyBeckwith JulieAnnDoan LamarLott CharlesOrr TateTaylor"
184,9383,Hollow Man,"cocky researcher, sebastian caine is working on a project to make living creatures invisible and he's so confident he's found the right formula that he tests it on himself and soon begins to vanish. the only problem is – no-one can determine how to make him visible again. caine's predicament eventually drives him mad, with terrifying results. Action ScienceFiction Thriller killing humanexperimentation scientist invisibleman scienceexperiment KevinBacon ElisabethShue JoshBrolin KimDickens RhonaMitra GregGrunberg JoeySlotnick MaryRandle WilliamDevane PabloEspinosa PaulVerhoeven"
185,8836,The X Files: I Want to Believe,"six years after the events of the x-files series finale, former fbi agent doctor dana scully is now a staff physician at our lady of sorrows, a catholic hospital, and treating a boy named christian who has sandhoff disease, a terminal brain condition. fbi agent drummy arrives to ask scully’s help in locating fox mulder, the fugitive former head of the x-files division, and says they will call off its manhunt for him if he will help investigate the disappearances of several women, including young fbi agent monica banan. mulder and scully are called back to duty by the fbi when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent. Drama Mystery ScienceFiction Thriller extraterrestrialtechnology fbi alien fbiagent duringcreditsstinger DavidDuchovny GillianAnderson AmandaPeet BillyConnolly Xzibit MitchPileggi CallumKeithRennie AdamGodley AlexDiakun NickiAycox FaginWoodcock MarcoNiccoli CarrieRuscheinsky SpencerMaybee VeronikaHadrava DenisKrasnogolov PatrickKeating RogerHorchow StephenE.Miller XanthaRadley LorenaGale DonavonStinson DionJohnstone Sarah-JaneRedmond ChristinaD'Alimonte VanesaTomasino LuviaPetersen BabsChula MarciT.House JosephPatrickFinn BethSiegler StaceeCopeland TomCharron BrentC.S.O'Connor DaveCote ChrisCarter PaulMitton VanessaMorley MichaelStevens LynneBurnett CelesteInsell Teana-MarieSmith ChrisCarter"
186,190859,American Sniper,"u.s. navy seal chris kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in american history. his pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. despite grave danger and his struggle to be a good husband and father to his family back in the states, kyle serves four tours of duty in iraq. however, when he finally returns home, he finds that he cannot leave the war behind. War Action sniper biography iraq navyseal u.s.soldier BradleyCooper SiennaMiller KyleGallner ColeKonis BenReed EliseRobertson LukeSunshine TroyVincent BrandonSalgadoTelis ChanceKelly KeirO'Donnell MarnettePatterson BillyMiller LeonardRoberts ReynaldoGallegos KevinLacz JakeMcDorman CoryHardrict EricLadin BrandoEaton JamesRyen LukeGrimes SammySheik EvanGamble TimGriffin BrianHallisay ErikAudé NavidNegahban FehdBenchemsi EricClose ZackDuhame MidoHamada KatheMazur SamJaeger AssafCohen FahimFazli HectorBucio JonathanGroff MelissaHayden PamelaDeniseWeaver JamesD.Dever OwainYeoman GregDuke MaxCharles RobertClotworthy AnthonyJennings VincentSelhorst-Jones EmersonBrooks E.R.Ruiz AmberAlexander JasonHall JasonWalsh JonathanKowalsky ShaneHabberstad KevinRyan BenjaminMathes LuisJoseLopez HadMhidiSenhaji RyanSadaghiani AymanSamman SalahSalea AidanMcGraw FergusonReid MarkThomason AmieFarrell QuayTerry TamiGoveia LeonCharlesFarmer PaulMeixner VictoriaReinaSigloch JoelLambert TonyNevada BrettEdwards NickSalter RickyRyba JetJurgensmeyer MadeleineMcGraw ElizabethSchmidt BryanAnderson JacobSchick WadeWhite ClintEastwood"
187,2044,The Lake House,"a lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. they must try to unravel the mystery behind their extraordinary romance before it's too late. Romance Drama Mystery chicago writing architect future time architecture mysteriousletter nearfuture firstkiss romanticdrama passageoftime KeanuReeves SandraBullock ShohrehAghdashloo ChristopherPlummer EbonMoss-Bachrach WillekevanAmmelrooy DylanWalsh LynnCollins MikeBacarella KevinM.Brennan FrankCaeti AliyahCarr JenniferClark JacobD.Dumelle ScottElias LoriAnnGerdisch CynthiaKayeMcWilliams IndiaNeilan MiaPark JacquelineWilliams AlejandroAgresti"
188,3034,Young Frankenstein,"a young neurosurgeon inherits the castle of his grandfather, the famous dr. victor von frankenstein. in the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. young frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind. Comedy ScienceFiction experiment castle assistant bride frankenstein laboratory madscientist mobster spoof horrorspoof scientist frankenstein'smonster GeneWilder PeterBoyle MartyFeldman MadelineKahn ClorisLeachman TeriGarr GeneHackman KennethMars RichardHaydn OscarBeregiJr. ArthurMalet MonteLandis BerryKroeger IanAbercrombie MelBrooks LouCutell MichaelFox LeodaRichards ClementvonFranckenstein LiamDunn DannyGoldman AnneBeesley RustyBlitz JohnMadison JohnDennis JeffMaxwell LarsHensen LidiaKristen JohnnyMarlin PatO'Hara NorbertSchiller RolfeSedan MaidaSevern ArthurTovey MelBrooks"
189,281730,Fugly,"it is a story of 4 friends - dev, gaurav, aditya &amp; devi. the cast is young &amp; fresh. they are at the cusp of their lives - the college has just about finished, but career path is yet to be set. these are the last few days of true freedom that we have all gone through, and still cherish. these friends are conscientious, they will have fun but would never cross the boundaries - they all have dreams and expectations from life, but as they say - man proposes, god disposes. their fun filled and care free life comes to an abrupt halt, when they are faced with an extremely corrupt and seemingly fearless police officer. this puts a series of events in motion which will test their friendship and characters - their life becomes 'fugly'. Comedy Drama Thriller JimmyShergill MohitMarwah KiaraAdvani VijendarSingh ArfiLamba AnshumanJha KabirSadanand"
190,49951,Certifiably Jonathan,"a famous comedian and artist wants to display his work at an art museum. just when he thinks he's lost his touch, a series of famous comedians drop by to help him rekindle his artistic and comedic spark. Comedy JonathanWinters RobinWilliams SarahSilverman PatriciaArquette JamesDavidPasternak"
191,8839,Casper,"furious that her late father only willed her his gloomy-looking mansion rather than his millions, carrigan crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. but when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. determined to get her hands on this hidden fortune, she hires afterlife therapist dr. james harvey to exorcise the ghosts from the mansion. harvey and his daughter kat move in, and soon kat meets casper, the ghost of a young boy who's ""the friendliest ghost you know."" but not so friendly are casper's uncles--stretch, fatso and stinkie--who are determined to drive all ""fleshies"" away. Fantasy Comedy Family halloween friendship supernatural afterlife friends danger ghost disorder youngheroes imaginary supernaturalability mischievouschildren ChristinaRicci BillPullman CathyMoriarty EricIdle JoeNipote JoeAlaskey BradGarrett GaretteRatliffHenson JessicaWesson AmyBrenneman MalachiPearson ChaunceyLeopardi SpencerVrooman BenStein DonNovello FredRogers TerryMurphy ErnestineMercer DougBruckner JohnKassir WesleyThompson MichaelDubrow J.J.Anderson JessHarnell MichaelMcCarty MicahWinkelspecht MikeSimmrin DevonSawa DanAykroyd RodneyDangerfield ClintEastwood MelGibson EliseMain TonyStef'Ano BradSilberling"
192,38153,Shadow Conspiracy,"bobby bishop (sheen) is a special assistant to the president of the united states. accidentally, he meets his friend professor pochenko on the street. pochenko has time to tell bishop about some conspiracy in the white house but then immediately gets killed by an assassin. now bad guys are after bobby as the only man who knows about a plot. bishop must now not only survive, but to stop the conspirators from achieving their goal. and he doesn't know whom to trust. Action Thriller CharlieSheen DonaldSutherland LindaHamilton StephenLang NicholasTurturro StanleyAnderson TheodoreBikel CharlesCioffi PaulGleason TerryO'Quinn SamWaterston BenGazzara GoreVidal HenryStrozier DeyYoung GeorgeP.Cosmatos"
193,57201,The Lone Ranger,"the texas rangers chase down a gang of outlaws led by butch cavendish, but the gang ambushes the rangers, seemingly killing them all. one survivor is found, however, by an american indian named tonto, who nurses him back to health. the ranger, donning a mask and riding a white stallion named silver, teams up with tonto to bring the unscrupulous gang and others of that ilk to justice. Action Adventure Western texas horse survivor texasranger partner outlaw escape lawyer train loneranger comanche theloneranger tonto JohnnyDepp ArmieHammer WilliamFichtner HelenaBonhamCarter JamesBadgeDale TomWilkinson RuthWilson BarryPepper JamesFrain MasonCook MattO'Leary LeonRippy HarryTreadaway DamonHerriman W.EarlBrown GilBirmingham SaginawGrant StephenBrodie MatthewPage NickW.Nicholson BryantPrince JDCullum JoaquínCosio TimothyV.Murphy DamonCarney KevinWiggins ChadBrummett RobertBaker LewTemple StephenRoot RandyOglesby BradGreenquist RanceHoward LeonardEarlHowze TravisHammer SteveCorona JackAxelrod ChristopherHagen FredaFohShen MargaretBowman LuzP.Mendez LainaLoucks DevonJ.Adams DesiraeAnslover CharlotteCormier MeganPribyl BrianaVanSchuyver JulieStracener ChadRandall JasonE.Hill BethBailey JoanneCamp BobRumnock TaitFletcher AlexKnight ArgosMacCallum PokeyLafarge JoeyGlynn AdamHoskins RyanKoenig GoreVerbinski"
194,1865,Pirates of the Caribbean: On Stranger Tides,"captain jack sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled fountain of youth. when she forces him aboard the queen anne's revenge, the ship of the formidable pirate blackbeard, jack finds himself on an unexpected adventure in which he doesn't know who to fear more: blackbeard or the woman from his past. Adventure Action Fantasy sea captain mutiny sword primeminister sailing silver ship duke mermaid pirate soldier battle swashbuckler aftercreditsstinger 3d JohnnyDepp PenélopeCruz IanMcShane KevinMcNally GeoffreyRush SamClaflin AstridBergès-Frisbey StephenGraham GregEllis DamianO'Hare ÓscarJaenada RichardGriffiths KeithRichards GemmaWard JudiDench IanMercer RobbieKay ChristopherFairbank YukiMatsuzaki SteveEvets BronsonWebb DerekMears DeobiaOparei SebastianArmesto AntonLesser RogerAllam PaulBazely RichardThomson DannyLeBoyer AlanJ.Utley-Moore LukeRoberts EmiliaJones SanyaHughes LeJon SiegfriedPeters RobMarshall"
195,5255,The Polar Express,"when a doubting young boy takes an extraordinary train ride to the north pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe. Adventure Animation Family Fantasy santaclaus nerd faith gift bell beard northpole chute trestle ticket christmas TomHanks MichaelJeter NonaGaye PeterScolari EddieDeezen LeslieZemeckis StevenTyler JuleneRenee ChrisCoppola CharlesFleischer RobertZemeckis"
196,8427,I Spy,"when the switchblade, the most sophisticated prototype stealth fighter created yet, is stolen from the u.s. government, one of the united states' top spies, alex scott, is called to action. what he doesn't expect is to get teamed up with a cocky civilian, world class boxing champion kelly robinson, on a dangerous top secret espionage mission. their assignment: using equal parts skill and humor, catch arnold gundars, one of the world's most successful arms dealers. Action Adventure Comedy Thriller budapest kidnapping boxer secretagent liberationofhostage hostage-taking womandirector EddieMurphy OwenWilson FamkeJanssen KeithDallas MalcolmMcDowell CrystalLowe GaryCole BillMondy LyndaBoyd BettyThomas"
197,67675,Glee: The Concert Movie,"a concert documentary shot during the glee live! in concert! summer 2011 tour, featuring song performances and glee fans' life stories and how the show influenced them. Documentary Music Family concert liveperformance duringcreditsstinger DiannaAgron LeaMichele GwynethPaltrow DarrenCriss ChrisColfer JaneLynch CoryMonteith HeatherMorris KevinMcHale ChordOverstreet MarkSalling NayaRivera HarryShumJr. AmberRiley JennaUshkowitz AshleyFink RikerLynch CurtMega TitusMakinJr. KevinTancharoen"
198,76996,Love and Other Catastrophes,a day in the life of two film-school students trying to find love and another house-mate. Comedy Romance independentfilm womandirector MattDay MatthewDyktynski AliceGarner FrancesO'Connor RadhaMitchell SuziDougherty KymGyngell Emma-KateCroghan
199,184098,Think Like a Man Too,"all the couples are back for a wedding in las vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event. Comedy Romance AdamBrody MichaelEaly JerryFerrara MeaganGood ReginaHall DennisHaysbert TarajiP.Henson TerrenceJenkins JeniferLewis RomanyMalco WendiMcLendon-Covey GaryOwen GabrielleUnion DavidWalton KevinHart LaLaAnthony JimPiddock WendyWilliams CaleelHarris JaninaGavankar RayProscia ChastyBallesteros CherylHines TimStory"
200,9932,Analyze That,"the mafia's paul vitti is back in prison and will need some serious counseling when he gets out. naturally, he returns to his analyst dr. ben sobel for help and finds that sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress. Comedy Crime prison gold therapist gangster RobertDeNiro BillyCrystal LisaKudrow JoeViterelli CathyMoriarty DonnaMarieRecco KyleSabihy FrankPietrangolare JeromeLePage AnnikaPergament HaroldRamis"
201,1491,The Illusionist,"with his eye on a lovely aristocrat, a gifted illusionist named eisenheim uses his powers to win her away from her betrothed, a crowned prince. but eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector. Fantasy Drama Thriller Romance magic princess love rivalry viennaaustria crownprince duchess supernaturalpower childhoodsweetheart vienna EdwardNorton JessicaBiel PaulGiamatti RufusSewell EddieMarsan JakeWood AaronTaylor-Johnson EleanorTomlinson KarlJohnson VincentFranklin NicholasBlane PhilipMcGough ErichRedman MichaelCarter TomFisher AndreasGrothusen BrianCaspe EllenSavaria VitezslavBouchner DavidO'Kelly RichardRowlands Reuben-HenryBiggs RobertRussell NoelLeBon DavidFellowes JanNemejovský IvoNovák VladimirKulhavy DukeFaeger BrendanGunn RyanJames PetrMeissel JeffSmith IvanUrbánek JamesBabson NeilBurger"
202,9923,Domino,"the daughter of actor, laurence harvey turns away from her career as a ford model to become a bounty hunter. Action Crime bountyhunter fbi weapon spectacle KeiraKnightley MickeyRourke EdgarRamírez DelroyLindo Mo'Nique RizAbbasi BrianAustinGreen MacyGray ShondrellaAvery IanZiering JoeNunez DabneyColeman PeterJacobson KelO'Neill JacquelineBisset DaleDickey LucyLiu LewTemple MenaSuvari ChristopherWalken LizaLapira TomWaits JerrySpringer TabithaBrownstone DominoHarvey CharlesParaventi TonyScott"
203,660,Thunderball,a criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. the secret service sends james bond to the bahamas to once again save the world. Adventure Action Thriller paris florida fighterpilot sanatorium secretorganization nuclearmissile coralreef bahamas scubadiving scuba britishsecretservice SeanConnery ClaudineAuger AdolfoCeli LucianaPaluzzi RikVanNutter GuyDoleman MollyPeters MartineBeswick BernardLee DesmondLlewelyn LoisMaxwell RolandCulver EarlCameron PaulStassino RoseAlba PhilipLocke GeorgePravda EdwardUnderdown KevinMcClory TerenceYoung
204,11446,Welcome to the Dollhouse,an unattractive 7th grader struggles to cope with suburban life as the middle child with un-attentive parents and bullies at school. Comedy Drama parentskidsrelationship sistersisterrelationship mockery ugliness independentfilm littlegirl schoollife HeatherMatarazzo VictoriaDavis ChristinaBrucato ChristinaVidal SiriHoward BrendanSextonIII DariaKalinina MatthewFaber KenLeung JosiahTrager BillBuell EricMabius StaceyMoseley WillLyman ToddSolondz
205,33217,Diary of a Wimpy Kid,"greg heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! that won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties! Comedy Family basedonnovel comingofage youngboy breakingthefourthwall middleschool popularity duringcreditsstinger liveactionandanimation friendshipdrama linedrawing ZacharyGordon RobertCapron RachaelHarris SteveZahn DevonBostick ConnorFielding OwenFielding ChloëGraceMoretz KaranBrar GraysonRussell LaineMacNeil AlexFerris AndrewMcNee BelitaMoreno RobLaBelle NicholasCarey SamuelPatrickChu DonnieMacNeil SamanthaPage AvaHughes OwenBest CainanWiebe ColeHeppell HarrisonHoude JenniferClement KarinKonoval RaugiYu JakeD.Smith TalonDunbar NaomiDane WillemJacobson MaxineMiller TayaClyne AdomOsei RyleeStiles RyanGrantham BrettDier CindyBusby ThorFreudenthal"
206,137,Groundhog Day,"a narcissistic tv weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on groundhog day in the small town of punxsutawney, where he finds himself repeating the same day over and over. Romance Fantasy Drama Comedy dejavu groundhog weatherforecast telecaster pennsylvania alarmclock winter timewarp timeloop cultfilm existentialism groundhogday BillMurray AndieMacDowell ChrisElliott StephenTobolowsky BrianDoyle-Murray AngelaPaton RickDucommun RickOverton RobinDuke WillieGarson KenHudsonCampbell MichaelShannon HaroldRamis MaritaGeraghty LesPodewell TomMilanovich PeggyRoeder DavidPasquesi LeeR.Sellars C.O.Erickson SandyMaschmeyer HyndenWalch BarbaraAnnGrimes LucinaPaquet BrendaPickleman EricSaiet RobRiley TonyDeGuide RobertMinkoff ReniSantoni HaroldRamis"
207,27322,Love Jones,"darius lovehall is a young black poet in chicago who starts dating nina moseley, a beautiful and talented photographer. while trying to figure out if they've got a ""love thing"" or are just ""kicking it,"" they hang out with their friend, talking about love and sex. then nina tests the strength of darius' feelings and sets a chain of romantic complications into motion. Comedy Drama Romance sex ex-boyfriend independentfilm africanamerican LarenzTate NiaLong IsaiahWashington BillBellamy LisaNicoleCarson Marie-FrançoiseTheodore TheodoreWitcher"
208,208763,Forbidden Kingdom,"early 18th century. cartographer jonathan green undertakes a scientific voyage from europe to the east. having passed through transylvania and crossed the carpathian mountains, he finds himself in a small village lost in impassible woods. nothing but chance and heavy fog could bring him to this cursed place. people who live here do not resemble any other people which the traveler saw before that. the villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world. Thriller Adventure Mystery Fantasy monster mystic church demon witchcraft science darkfantasy 3d JasonFlemyng AlekseyChadov AgniyaDitkovskite YuriyTsurilo OlgaZaytseva AleksandrYakovlev IgorJijikine ValeriyZolotukhin NinaRuslanova ViktorBychkov IvanMokhovikov AnatoliyGushchin AlekseiPetrukhin AleksandrKarpov AlekseyOgurtsov EmmaCerná RuslanUstinov NatalyaUstinova OlegTaktarov AndreySmolyakov CharlesDance AnnaChurina OlegStepchenko"
209,470,21 Grams,"this is the story of three gentle persons: paul rivers an ailing mathematician lovelessly married to an english émigré, christina peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and jack jordan, an ex-convict who has found in his christian faith the strength to raise a family. they will be brought together by a terrible accident that will change their lives. by the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever. Drama Crime Thriller lifeanddeath transplantation suicideattempt desperation lossoffamily ex-detainee sadness rageandhate carcrash SeanPenn NaomiWatts BeniciodelToro DannyHuston CarlyNahon ClairePakis EddieMarsan MelissaLeo CharlotteGainsbourg CleaDuVall TeresaDelgado DenisO'Hare JohnRubinstein MarcMusso TonyVaughn PaulCalderon TrentDee LoydKeithSalter CarloAlban AnnieCorley CatherineDent AnastasiaHerin AritaTrahan RobertoMedina TomIrwin LewTemple CharlieB.Brown AlejandroGonzálezIñárritu"
210,47607,Tiny Furniture,"after graduating from film school, aura returns to new york to live with her photographer mother, siri, and her sister, nadine, who has just finished high school. aura is directionless and wonders where to go next in her career and her life. she takes a job in a restaurant and tries unsuccessfully to develop relationships with men, including keith, a chef where she works, and cult internet star jed. Romance Comedy Drama sistersisterrelationship malefemalerelationship motherdaughterrelationship youtube womandirector LenaDunham LaurieSimmons GraceDunham RachelHowe MerrittWever AmySeimetz AlexKarpovsky JemimaKirke GarlandHunter IsenRitchie SarahSophieFlicker DavidCall JodyLeeLipes CharlotteIstel IsabelHalley KyleMartin AnnaBak-Kvapil NickBentgen LanceEdmands AlexRossPerry AliceWang LenaDunham"
211,29193,The Spanish Prisoner,an employee of a corporation with a lucrative secret process is tempted to betray it. but there's more to it than that. Crime Drama Mystery Thriller dialogue confidence invention independentfilm SteveMartin CampbellScott BenGazzara RebeccaPidgeon RickyJay FelicityHuffman DavidMamet
212,334527,Criminal Activities,four young men make a risky investment together that puts them in trouble with the mob. Thriller Crime Drama mobster moneyproblems borrow trouble classmates investment bűnösutakon DanStevens JohnTravolta MichaelPitt JackieEarleHaley TravisAaronWade ChristopherAbbott RobBrown EdiGathegi MorganWolk AlanB.Jones ChrisHaley ChristopherJayGresham BobbyC.King TyroneJenkins RexBaker StanVanPelt DonRobertCass JerryLeeTucker DeidreHarmon KennySantiagoMarrero AricFloyd AnaniasDixon NickLoren LisaCatara JackieEarleHaley
213,63492,What's Your Number?,"ally darling (anna faris) is realizing she's a little lost in life. her latest romance has just fizzled out, and she's just been fired from her marketing job. then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. determined to turn her life around and prove the article wrong, ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends. Comedy Romance basedonnovel loser magazine womanizer mission search boyfriend husband fired pastrelationship ChrisEvans AnnaFaris MartinFreeman ChrisPratt AriGraynor BlytheDanner EdBegleyJr. DaveAnnable JoelMcHale ZacharyQuinto ElizaCoupe MikeVogel AndySamberg OliverJackson-Cohen ThomasLennon AnthonyMackie JacksonNicoll IvanaMiličević HeatherBurns KateSimses TikaSumpter DeniseVasi JasonBowen TylerPeck JacquelynDoucette SondraJames ZacharyQuinto NadineJacobson ColbyParsons AzizAnsari EdJewett LonnieFarmer DalePlace BronwenBooth JohnFranchi DanMarshall StephanieAtkinson MarkMylod"
214,6038,Shanghai Knights,"the dynamic duo of chon wang and roy o'bannon return for another crazy adventure. this time, they're in london to avenge the murder of chon's father, but end up on an even bigger case. chon's sister is there to do the same, but instead unearths a plot to kill the royal family. no one believes her, though, and it's up to chon and roy (who has romance on his mind) to prove her right. Action Adventure Comedy Western londonengland indianterritory emperor revenge murder arrow duringcreditsstinger imperialseal JackieChan OwenWilson FannWong AaronTaylor-Johnson AidanGillen DonnieYen AlisonKing ConstantineGregory Anna-LouisePlowman GeorginaChapman JohnOwens RichardBremmer KimChan GemmaJones DaisyBeaumont StephenFisher MattHill TomWu BarbaraNedeljakova VanHaiBui OliverCotton TomFisher EricMeyers JonathanHarvey RichardHaas TerryHowson RyanJames BarryStanton MatthewStorey CharlieG.Hawkins GerardWhelan ReneHajek HoBanLe VladimírHrbek JiríMojzís MartaAndresová DavidListvan PetraJezková EvaRuzicka HankaScudlová HanaJouzová TomKlar JanPetrik MilolasCech KarelUrban RobertLin VincentWang DavidDobkin"
215,25763,Damnation Alley,a small group of survivors at a military installation who survived world war 3 attempt to drive across the desolate wasteland to where they hope more survivors are living. hopefully their specially built vehicles will protect them against the freakish weather mutated plant and animal life and other dangers along the way. Action Adventure ScienceFiction basedonnovel future post-apocalyptic war cockroach motorcycle scorpion postnuclear battleforsurvival Jan-MichaelVincent GeorgePeppard DominiqueSanda PaulWinfield JackieEarleHaley KipNiven RobertDonner SeamonGlass TrentDolan MarkL.Taylor BobHackman ErikCord TerenceLocke MarciaHolley RogerCreed MurrayHamilton JamesR.Parkes UlfKjellGür JackSmight
216,11062,City Hall,"the accidental shooting of a boy in new york leads to an investigation by the deputy mayor, and unexpectedly far-reaching consequences. Drama Thriller corruption undercover warondrugs mayor drugdealer presidentialelection undercoveragent investigation police drug AlPacino JohnCusack BridgetFonda DannyAiello MartinLandau DavidPaymer RichardSchiff HaroldBecker"
217,22908,A Room for Romeo Brass,"two twelve-year-old boys, romeo and gavin, undergo an extraordinary test of character and friendship when morell, a naive but eccentric and dangerous stranger, comes between them. morell befriends with the two boys and later asks them to help him pursue romeo's beautiful elder sister. he gradually becomes more violent after she rejects him. Drama Comedy Foreign rejection friendship youth PaddyConsidine AndrewShim FrankHarper VickyMcClure JohannMyers ShaneMeadows BobHoskins BenMarshall DarrenO.Campbell MartinArrowsmith LadeneHall JuliaFord JamesHiggins DaveBlant TanyaMyers SammyPasha JoelMorris NicholasHarvey JamahlPeterkin JamesTomlinson PaulFraser ShaneMeadows"
218,10448,Rapa Nui,inter-tribal rivalry leads to a competition to erect a huge statue (moai) in record time before make can take part in the race to retrieve the egg of a sooty tern. the reward for winning this race is to rule the island for one year. Adventure inlovewithenemy indigenous island JasonScottLee EsaiMorales SandrineHolt EruPotaka-Dewes EmilioTukiHito GordonHatfield FrenxaReuben HoriAhipene ChiefyElkington RuihanaRewa GeorgeHenare RawiriParatene PeteSmith MarioGaoa CliffCurtis KevinReynolds
219,13983,Finishing The Game,"in 1973, martial arts great bruce lee died, his final film, game of death, left unfinished. with the public hungry for more lee, movie execs decide to find a replacement. this outrageous satire looks at the entire process, from the oddball candidates to the greed and racial motivations that drive the final decision. there's big business in the movies, and finishing the game skewers it with an eye for '70s detail. Comedy satire independentfilm spoof RogerFan SungKang MoniqueGabrielaCurnen MeredithScottLynn SamBottoms JakeSandvig RonJeremy MousaKraish McCalebBurnett DustinNguyen JamesFranco BellaThorne JustinLin"
220,13490,Welcome Home Roscoe Jenkins,"martin lawrence leads an all-star cast, including cedric the entertainer, mo'nique, and mike epps, in the hit comedy ""welcome home roscoe jenkins."" when a celebrated tv show host (lawrence) returns to his hometown in the south, his family is there to remind him that going home is no vacation! it's one outrageous predicament after another when big-city attitude and small-town values collide in this hysterical comedy critics are praising for its ""over-the-top hilarity!"" (roger moore, orlando sentinel). Comedy Drama talkshow MartinLawrence JamesEarlJones MargaretAvery JoyBryant CedrictheEntertainer NicoleAriParker MichaelClarkeDuncan MikeEpps Mo'Nique DamaniRoberts BrookeLyons DamaniRoberts MalcolmD.Lee"
